Lead ID,Name,Role,Industry,Posts Engaged,Connections,Engagement Rate,Recent Activity
4397,Stephanie Short,Corporate Recruiter,Customer service,24.6,1462,0.19,Active
4398,Wanda Avery,Commercial Contracts Attorney,Finance,21.9,532,0.26,Inactive
4399,Maria Davies,Content specialist intern,Media,18.5,628,0.21,Active
4400,Joan Duncan,Carpenter,Finance,15.6,1608,0.16,Inactive
4401,Michelle Allan,Social Media Coordinator,Law enforcement / Security,21.0,105,0.51,Inactive
4402,Stephen Hunter,AI Operations Manager,Corporate training,20.3,1117,0.22,Inactive
4403,Kevin Blake,Office Assistant,Finance,5.5,1825,0.58,Inactive
4404,Adam Rees,Budget Manager,Engineering,19.6,1420,0.13,Inactive
4405,Angela Gill,Inside Sales Director,Facilities,7.8,1339,0.22,Inactive
4406,Stephen Hunter,Staffing Specialist,IT and Development,6.2,1405,0.25,Active
4407,Stewart Coleman,Payroll Accountant,Hospitality,7.7,1143,0.39,Inactive
4408,Jack Slater,Referral Coordinator,Real estate,17.1,1805,0.35,Inactive
4409,Amy Avery,Fashion Copywriter,Retail,22.7,1900,0.27,Active
4410,Connor Carr,Robotics engineer,Accounting,8.5,1115,0.2,Active
4411,Lily Wright,Certified Public Accountant (CPA),Marketing,10.1,282,0.38,Active
4412,Kylie Davidson,Homeland Security,Retail,12.8,1813,0.33,Active
4413,Gabrielle Lawrence,Sales Development Representative,Public Relations (PR),18.4,1143,0.1,Active
4414,Ryan Powell,Groundskeeper,Law enforcement / Security,14.4,684,0.39,Active
4415,Lisa Alsop,Grant Writer,Law enforcement / Security,9.0,1844,0.13,Active
4416,John Bower,Air Traffic Controller,Production,10.8,552,0.52,Active
4417,Colin Robertson,Junior Account Executive,Pharmaceuticals,22.4,1396,0.54,Inactive
4418,Andrea Slater,Food Expeditor,Public Relations (PR),6.8,162,0.57,Inactive
4419,Lily Springer,Chief Medical Officer,Pharmaceuticals,11.6,1495,0.55,Active
4420,Alison Peake,Design Engineer,Human Resources (HR),19.0,1871,0.21,Active
4421,Emma Knox,Pediatrician,Legal,14.3,105,0.41,Inactive
4422,Victoria Davies,NICU Nurse,Media,16.4,1694,0.41,Inactive
4423,Emily Forsyth,Financial Planner,Engineering,10.5,1606,0.21,Active
4424,Blake Taylor,Staff Assistant,Healthcare,8.4,1861,0.42,Active
4425,Felicity Underwood,Insurance Underwriter,Pharmaceuticals,21.4,927,0.14,Inactive
4426,Megan Watson,Phlebotomist,Administrative,5.7,352,0.44,Active
4427,Sarah Hardacre,Parole Officer,Facilities,9.7,1129,0.14,Inactive
4428,Joe Oliver,Travel Nurse,Construction,11.9,1765,0.49,Active
4429,Luke May,Operations Associate,Pharmaceuticals,13.6,1438,0.43,Active
4430,Wendy Duncan,Operating Assistant,Production,20.6,507,0.15,Active
4431,Katherine Sharp,Banquet Server,Law enforcement / Security,14.4,1205,0.17,Active
4432,Max Gibson,Sales Representative,Legal,18.1,1477,0.41,Inactive
4433,Owen Underwood,Junior Copywriter,Legal,21.1,734,0.47,Active
4434,Justin Gibson,Recruitment Specialist,Corporate training,16.6,1786,0.42,Inactive
4435,Colin Hemmings,Insurance Underwriter,Accounting,19.5,916,0.41,Inactive
4436,Gabrielle Ross,Cyber Security Specialist,Marketing,19.2,1765,0.5,Active
4437,Chloe Hudson,Process Engineer,Healthcare,23.5,1929,0.33,Inactive
4438,Austin Anderson,Investment Banker,Finance,16.7,1637,0.3,Inactive
4439,Kylie Forsyth,Marketing Executive,Real estate,5.5,407,0.51,Active
4440,Maria Watson,ICU Nurse,Public Relations (PR),21.9,442,0.53,Inactive
4441,David Berry,Secretary,Finance,22.0,1727,0.13,Active
4442,Hannah Parr,Salesforce Developer,Logistics,24.6,1832,0.53,Inactive
4443,Evan Greene,Field engineer,Pharmaceuticals,12.7,374,0.16,Inactive
4444,Kimberly Berry,Anesthesiologist,Media,16.4,1438,0.35,Active
4445,Sebastian Oliver,HR Clerk,Engineering,6.0,109,0.44,Active
4446,Andrea Welch,Safety Officer,Facilities,22.6,1227,0.32,Inactive
4447,Fiona Anderson,Tax Preparer,Legal,22.6,669,0.37,Inactive
4448,Ella Vance,Administrative Assistant,Human Resources (HR),8.1,653,0.53,Inactive
4449,Carl Terry,Sales Account Executive,Customer service,19.4,814,0.25,Inactive
4450,Felicity Hill,Digital Marketing Director,Real estate,10.4,878,0.35,Active
4451,Stephen Walsh,DevOps Engineer,Facilities,11.9,1077,0.53,Inactive
4452,Audrey Morrison,Travel Consultant,Media,5.4,1216,0.51,Inactive
4453,Sophie Gibson,VP Talent Management,Customer service,17.0,333,0.34,Inactive
4454,Sally Reid,VP of Talent Acquisition,Construction,6.6,1775,0.51,Inactive
4455,Donna Randall,Junior Account Executive,Customer service,6.3,1440,0.13,Active
4456,Sonia Vaughan,Software Architect,Hospitality,17.2,1419,0.12,Active
4457,Natalie Edmunds,Customer Service Manager,IT and Development,6.9,130,0.31,Active
4458,Adam Powell,Financial Analyst,Hospitality,21.8,384,0.53,Inactive
4459,Sally Taylor,Roofer,Hospitality,9.3,969,0.14,Active
4460,Deirdre Hardacre,Recruitment Specialist,Logistics,19.9,752,0.53,Active
4461,Carol Ogden,Data Entry Clerk,Hospitality,20.0,508,0.33,Active
4462,Diana Rampling,Psychiatric Technician,Retail,6.3,1787,0.21,Active
4463,Ella Lewis,Field Service Representative,Design,12.0,1867,0.45,Inactive
4464,Brandon Clark,Store Manager,Travel & Tourism,16.1,1297,0.41,Active
4465,Joshua Grant,Valet,Legal,18.2,1863,0.22,Inactive
4466,Amelia Fisher,Restaurant Server,Logistics,12.5,871,0.34,Inactive
4467,Jonathan Smith,Recruitment Manager,Real estate,10.2,550,0.19,Active
4468,Matt Davies,Customer Success Consultant,Sales,17.5,1111,0.12,Active
4469,Benjamin Roberts,Sales Operations Manager,Facilities,13.5,1018,0.59,Inactive
4470,Carl MacLeod,Manager of Customer Enablement,Hospitality,17.8,819,0.5,Active
4471,Jack Ogden,Biomedical Engineer,Media,10.8,1593,0.18,Active
4472,Isaac Slater,Accounting Specialist,Retail,14.2,1441,0.12,Active
4473,Richard Chapman,CRM Director,Marketing,21.0,935,0.49,Active
4474,Sally Allan,Warehouse Associate,Marketing,14.6,781,0.3,Inactive
4475,Felicity Wilkins,Digital Marketing Executive,Production,18.7,434,0.12,Inactive
4476,Matt King,Media Assistant,Logistics,7.4,1909,0.6,Inactive
4477,Dylan Duncan,Park Ranger,Customer service,19.3,1925,0.42,Inactive
4478,Sebastian Miller,Stock Controller,Logistics,21.6,355,0.1,Active
4479,Keith Forsyth,People Operations Specialist,Hospitality,19.7,842,0.24,Inactive
4480,Gavin Avery,HR Onboarding Specialist,Construction,9.7,1606,0.39,Active
4481,Boris Henderson,VP of Finance,Logistics,14.2,1993,0.22,Active
4482,Madeleine Hamilton,Fleet Manager,Pharmaceuticals,14.8,504,0.12,Inactive
4483,Simon Harris,Senior Network Engineer,Customer service,15.3,1401,0.16,Inactive
4484,Theresa Powell,HR Administrative Assistant,Accounting,10.3,1965,0.32,Inactive
4485,Michael Ferguson,CNC Operator,Production,16.1,1569,0.48,Inactive
4486,Paul Ellison,Web Programmer,Law enforcement / Security,13.1,1934,0.29,Inactive
4487,Vanessa Newman,Sales Operations Analyst,Corporate training,16.1,674,0.23,Active
4488,Katherine Buckland,Talent Acquisition Specialist,Human Resources (HR),16.0,1375,0.38,Active
4489,Nathan Clark,Computer Security Specialist,Sales,22.7,1436,0.46,Inactive
4490,Lillian Kelly,Intake Specialist,Marketing,11.9,1055,0.6,Active
4491,Andrea Simpson,Administration Manager,Pharmaceuticals,6.1,1996,0.57,Active
4492,Phil Dowd,IT Manager,Logistics,16.8,1842,0.15,Active
4493,Jennifer Cameron,School Nurse,Law enforcement / Security,23.6,938,0.42,Active
4494,Felicity Mackay,Senior System Administrator,Retail,11.3,471,0.25,Active
4495,Alison White,Embedded Software Engineer,Engineering,18.6,541,0.36,Inactive
4496,Steven Sharp,Radiologist,Logistics,8.2,472,0.25,Active
4497,Warren Miller,Nonprofit CFO,IT and Development,13.0,151,0.13,Inactive
4498,Ella Black,Copywriter,Finance,22.4,1639,0.37,Active
4499,Gabrielle Rutherford,Medical Scribe,Healthcare,20.7,741,0.39,Inactive
4500,Emily Nolan,Waiter/Waitress,Real estate,23.8,1700,0.4,Active
4501,Carol Duncan,Content Marketing Intern,Finance,23.4,883,0.29,Active
4502,Luke Anderson,Billing Specialist,Legal,24.9,1339,0.37,Inactive
4503,Carl Knox,Medical Coder,Customer service,15.5,704,0.34,Active
4504,Joshua McDonald,Hair Stylist,Marketing,10.4,1975,0.25,Inactive
4505,Kevin Fisher,Financial Planner,IT and Development,11.2,848,0.36,Active
4506,Yvonne Abraham,Chemist,Media,17.9,1269,0.55,Active
4507,Sophie Scott,IT Coordinator,Production,9.1,1720,0.13,Inactive
4508,Sophie Cornish,Detective,Retail,22.6,616,0.28,Inactive
4509,Sarah Parsons,Head of Finance,Production,14.2,1385,0.23,Active
4510,Vanessa Oliver,Promoter,Corporate training,18.7,635,0.49,Inactive
4511,Maria Manning,Lead Researcher,Legal,8.2,781,0.27,Inactive
4512,Maria Grant,Back-end Developer,Corporate training,16.8,357,0.11,Inactive
4513,Simon Alsop,IT Manager,Law enforcement / Security,12.6,162,0.52,Inactive
4514,Boris Skinner,Business Development Intern,Administrative,17.9,942,0.6,Active
4515,Leah Bell,Product Engineer,Healthcare,18.5,499,0.46,Inactive
4516,Fiona Avery,Medical Director,Sales,15.0,1266,0.22,Active
4517,Jessica North,Greeter,Facilities,15.4,1973,0.58,Active
4518,Deirdre Rampling,Customer Onboarding Specialist,Facilities,17.6,1545,0.33,Active
4519,Audrey Murray,Psychologist,IT and Development,15.9,1233,0.49,Inactive
4520,Felicity Hunter,Leasing Agent,Human Resources (HR),20.5,1501,0.19,Inactive
4521,Felicity Mathis,Program Assistant,Administrative,11.6,315,0.55,Inactive
4522,Julia Metcalfe,School Bus Driver,IT and Development,8.9,165,0.48,Active
4523,Adrian Gibson,Senior Auditor,Healthcare,14.7,1937,0.22,Inactive
4524,Wanda McGrath,Intake Specialist,Travel & Tourism,22.5,1475,0.58,Active
4525,Ruth Hill,Inventory Manager,Travel & Tourism,9.8,1845,0.2,Inactive
4526,Natalie McDonald,Shift supervisor,Healthcare,20.5,1434,0.48,Active
4527,Sophie Poole,BCBA,Law enforcement / Security,15.2,1360,0.26,Active
4528,Jane Baker,Duty Manager,Construction,13.1,1013,0.38,Inactive
4529,Bernadette Abraham,Data Annotator,Pharmaceuticals,7.2,1146,0.6,Inactive
4530,Jacob Hughes,Product Engineer,Construction,15.8,415,0.31,Inactive
4531,John Welch,Intake Specialist,Hospitality,6.0,1658,0.52,Active
4532,Claire Sharp,Financial Controller,Administrative,23.4,575,0.59,Inactive
4533,Ella Ogden,Biologist,Facilities,6.6,1417,0.44,Active
4534,Stephanie Hemmings,Back-end Developer,Logistics,5.6,921,0.19,Active
4535,Owen Harris,Volunteer Coordinator,Healthcare,19.6,976,0.25,Inactive
4536,Anna Mackenzie,Stocker,Corporate training,9.0,627,0.44,Inactive
4537,Tim Gill,Personal Assistant,Accounting,17.9,1344,0.36,Inactive
4538,Wanda Ferguson,Key Holder,Facilities,17.3,1971,0.46,Active
4539,Bernadette Russell,Certified lifeguard,Retail,8.3,1063,0.35,Inactive
4540,Karen Coleman,Deputy Sheriff,Retail,5.2,936,0.35,Inactive
4541,Jan Baker,Document Controller,Human Resources (HR),19.9,296,0.37,Inactive
4542,Gavin Powell,Medical Secretary,Hospitality,12.7,1580,0.18,Active
4543,Diane Terry,Food Scientist,Design,16.5,1830,0.19,Inactive
4544,Irene Hart,Service Advisor,IT and Development,5.9,1474,0.27,Active
4545,Sue Underwood,Food Expeditor,Legal,11.2,650,0.4,Active
4546,Molly Avery,Intelligence Analyst,Media,20.1,1592,0.48,Active
4547,Nathan Kerr,Machinist,Logistics,18.3,208,0.1,Active
4548,Stephen Quinn,Film Director,Design,16.4,436,0.33,Inactive
4549,Warren Miller,Recruitment Marketing Manager,Legal,11.6,1050,0.55,Active
4550,Boris Parsons,Salesforce Administrator,Facilities,25.0,1862,0.33,Inactive
4551,Olivia Powell,Public Relations (PR) Officer,Customer service,6.3,553,0.26,Active
4552,Rebecca Cornish,Lead Brand Designer,Logistics,23.2,1677,0.58,Active
4553,Wendy Mills,HR Specialist,Engineering,6.5,1811,0.5,Active
4554,Owen Ellison,Personal Banker,Travel & Tourism,16.9,317,0.57,Inactive
4555,Sean Davidson,Property Manager,Hospitality,9.9,1989,0.43,Inactive
4556,Sebastian Paterson,Solution architect,Law enforcement / Security,12.4,842,0.21,Active
4557,Jacob Bower,CRM Administrator,Human Resources (HR),24.3,199,0.21,Inactive
4558,Lillian Cornish,HVAC Technician,Accounting,24.0,1960,0.44,Active
4559,Molly Mills,Training Director,Hospitality,9.8,1929,0.2,Inactive
4560,Lily Davidson,Intake Specialist,Design,20.2,1980,0.14,Inactive
4561,Irene Dyer,Digital Director,Design,19.9,949,0.28,Active
4562,Gavin Gray,Research Assistant,Construction,20.1,1821,0.52,Inactive
4563,Stephanie Forsyth,Supervisor,Accounting,22.8,301,0.47,Inactive
4564,Natalie Clarkson,Natural Language Processing Engineer,Customer service,14.5,1797,0.28,Active
4565,Dorothy Harris,Chief Information Security Officer,Human Resources (HR),7.4,1134,0.34,Active
4566,Max Vaughan,Grant Writer,Travel & Tourism,14.9,750,0.32,Active
4567,Chloe Fisher,Personal Assistant to CEO,Hospitality,12.8,634,0.43,Inactive
4568,Matt Russell,Public Relations Specialist,Construction,8.7,1043,0.58,Active
4569,Yvonne Tucker,Sales Clerk,Administrative,17.3,180,0.44,Inactive
4570,Dorothy Jones,Controller,Travel & Tourism,17.2,1815,0.48,Active
4571,Charles Henderson,Sonographer,Public Relations (PR),19.2,1219,0.11,Inactive
4572,Carolyn Lewis,Entrepreneurs,Retail,14.3,1180,0.17,Inactive
4573,Lucas Anderson,Graphic Designer,Media,9.7,1559,0.47,Active
4574,Chloe Skinner,Paraeducator,Legal,6.1,1371,0.25,Inactive
4575,Keith Skinner,Business Development Intern,Public Relations (PR),21.9,266,0.1,Active
4576,Tracey Lawrence,Head of Operations,Travel & Tourism,8.8,382,0.48,Inactive
4577,Stephen Hemmings,Registrar,Media,6.1,207,0.31,Inactive
4578,Sam King,IT Director,Educator & Education,10.1,226,0.47,Inactive
4579,Audrey Chapman,Veterinary Technician,Hospitality,17.7,1439,0.36,Inactive
4580,John Knox,Guidance Counselor,Travel & Tourism,15.8,108,0.39,Active
4581,Thomas Ferguson,Sales Operations Manager,Design,9.9,272,0.29,Active
4582,Grace Powell,Sales Analyst,Production,6.7,1837,0.54,Inactive
4583,Keith Ogden,Biomedical Engineer,Public Relations (PR),19.5,1470,0.16,Active
4584,Eric Nolan,Insurance Underwriter,Legal,20.8,501,0.18,Active
4585,Emma Campbell,Nursing Supervisor,Facilities,25.0,231,0.24,Active
4586,Deirdre Robertson,Payroll Analyst,Pharmaceuticals,16.5,1138,0.49,Inactive
4587,Angela Fraser,Front-end Developer,Law enforcement / Security,21.1,1265,0.25,Active
4588,Harry Davidson,Inside Sales Manager,Accounting,14.6,694,0.34,Active
4589,Robert Baker,Regional Sales Manager,Customer service,16.6,1751,0.3,Inactive
4590,Dorothy Edmunds,Program Analyst,Hospitality,14.5,1642,0.45,Active
4591,John Rees,Chef,Accounting,13.4,959,0.21,Active
4592,Faith Lawrence,COO,Accounting,10.6,898,0.2,Active
4593,David Ogden,Industrial Organizational Psychologist,IT and Development,11.3,443,0.15,Active
4594,Joanne Clark,Paraprofessional,Engineering,12.8,940,0.33,Inactive
4595,William Miller,Epidemiologist,Pharmaceuticals,22.7,355,0.19,Active
4596,Dylan Smith,Fire Watchman,Engineering,15.6,983,0.23,Inactive
4597,Sue Ince,Full Cycle Recruiter,Customer service,6.6,1939,0.24,Active
4598,Hannah Butler,City Carrier Assistant,Human Resources (HR),5.0,1679,0.18,Active
4599,Nicola Scott,Sales Operations Manager,Media,18.7,890,0.41,Active
4600,Anthony Gibson,Phlebotomist,Design,12.0,1921,0.29,Active
4601,Sue Mackenzie,Compensation Consultant,Sales,24.5,1135,0.29,Active
4602,William Coleman,Sales Operations Assistant,Corporate training,9.3,1355,0.16,Inactive
4603,Jonathan Paterson,Python Developer,Sales,20.0,1415,0.52,Inactive
4604,Ian Mathis,Social Media Advertising Administrator,Customer service,12.4,1900,0.4,Inactive
4605,Irene Simpson,Sushi Chef,Administrative,15.5,1320,0.49,Inactive
4606,Abigail Stewart,Associate Product Manager,Administrative,16.9,1005,0.24,Inactive
4607,Leonard Morgan,System Security Engineer,Sales,7.9,1725,0.42,Active
4608,Angela Sanderson,Driver,Human Resources (HR),12.2,567,0.42,Inactive
4609,Leonard Turner,Master grower,Sales,10.1,344,0.57,Inactive
4610,Mary Campbell,Compensation and Benefits Specialist,Finance,9.3,1854,0.54,Active
4611,Evan Quinn,Events Marketing Manager,Media,16.0,381,0.24,Active
4612,Joe Kerr,Backend Javascript Developer,Pharmaceuticals,8.0,1303,0.25,Inactive
4613,Dylan Miller,Support Engineer,Engineering,11.1,235,0.31,Active
4614,Simon Cornish,Insurance Underwriter,Media,5.4,1692,0.45,Active
4615,Melanie Edmunds,Family Nurse Practitioner,Media,6.3,1210,0.27,Inactive
4616,Dan Johnston,Content specialist intern,Retail,16.2,339,0.34,Active
4617,Lisa Mackay,Chief Talent Officer,Accounting,23.6,788,0.13,Inactive
4618,Alexander Vance,Food Scientist,Accounting,21.4,883,0.53,Active
4619,Rachel Baker,Cyber Security Specialist,Production,18.1,324,0.5,Inactive
4620,Max Lewis,Paraprofessional,Pharmaceuticals,13.9,1805,0.15,Active
4621,Caroline Slater,Marketing Analyst,IT and Development,21.7,1807,0.25,Active
4622,Kimberly Burgess,Mental Health Therapist,Healthcare,8.1,1414,0.22,Active
4623,Lucas Clark,Loan Officer,Media,7.5,1329,0.2,Inactive
4624,Alan Peake,Nanny,Human Resources (HR),11.7,233,0.34,Inactive
4625,Sean Campbell,Frontend Engineer,Legal,10.4,1761,0.39,Active
4626,Leonard Buckland,Criminal Investigator,Travel & Tourism,19.3,1336,0.28,Active
4627,Samantha Slater,Order Picker,Public Relations (PR),5.5,590,0.22,Active
4628,Victor Powell,Political Analyst,Design,15.5,1361,0.15,Inactive
4629,Michelle James,Delivery Driver,Corporate training,15.7,529,0.59,Inactive
4630,Maria McDonald,UX Researcher,Law enforcement / Security,16.6,300,0.51,Inactive
4631,Bella Randall,Airline Pilot,Engineering,9.3,1459,0.52,Active
4632,Kylie Metcalfe,Radiology Technician,Customer service,23.7,647,0.44,Inactive
4633,Emily Mills,Graphic Designer,Sales,9.8,489,0.31,Inactive
4634,Leonard Mackenzie,Manager of Sales Enablement,Healthcare,8.5,1229,0.52,Inactive
4635,James Robertson,Private Equity Associate,Logistics,9.2,1719,0.46,Active
4636,Anna Bell,Fashion Copywriter,Engineering,22.6,1890,0.54,Active
4637,Rachel Simpson,Prompt Engineer,Marketing,21.1,1816,0.5,Inactive
4638,Christian Kerr,Travel Nurse,Healthcare,8.6,352,0.21,Inactive
4639,Lauren Springer,Software Product Manager,Engineering,10.6,742,0.2,Inactive
4640,Robert Langdon,Retail Stylist,Production,5.6,1181,0.13,Inactive
4641,Steven Walsh,Assistant Property Manager,Construction,17.7,487,0.24,Inactive
4642,Zoe Baker,Channel Partner Manager,Production,5.5,1152,0.38,Active
4643,Sarah Wallace,Truck Driver,Sales,10.8,1198,0.1,Inactive
4644,Angela Wallace,Senior Product Manager,Hospitality,10.1,1405,0.15,Inactive
4645,Emily Grant,PR Executive,Accounting,22.8,1931,0.22,Inactive
4646,Theresa Oliver,IT Manager,Educator & Education,20.2,1266,0.45,Inactive
4647,Peter Hill,Technical Trainer,Customer service,18.0,1680,0.14,Active
4648,Jane MacDonald,Tax Preparer,Facilities,22.1,1365,0.43,Active
4649,Abigail White,Executive Pastor,Construction,9.4,901,0.56,Active
4650,Grace Pullman,Programs Marketing Associate,Media,23.6,609,0.56,Inactive
4651,Dominic Payne,HR Administrative Assistant,Finance,23.4,764,0.49,Active
4652,Kylie Black,Quality Analyst,Design,15.1,283,0.41,Active
4653,Robert Dickens,CRM Administrator,Retail,8.2,1222,0.43,Active
4654,Nicholas Anderson,Travel Agent,Travel & Tourism,6.5,1864,0.32,Active
4655,Caroline Sanderson,Content Marketing Manager,Engineering,12.7,1559,0.39,Active
4656,Andrew Sutherland,Business Development Representative,IT and Development,8.1,1198,0.3,Active
4657,Elizabeth Welch,Physicist,Facilities,15.1,1461,0.52,Inactive
4658,Nathan Paterson,Construction Worker,Accounting,21.4,988,0.35,Inactive
4659,Oliver Martin,ABA Therapist,Accounting,22.6,920,0.28,Active
4660,Joan Powell,Chef,Marketing,18.9,120,0.57,Inactive
4661,Elizabeth Cameron,Managing Editor,Travel & Tourism,16.0,866,0.17,Inactive
4662,Dominic Gray,Front Desk Representative,Design,11.9,563,0.44,Active
4663,Rachel Gill,Call Center Manager,Sales,6.4,1066,0.52,Inactive
4664,Amanda Miller,Medical Surgical Nursing,Hospitality,5.2,1872,0.19,Active
4665,Lauren Butler,Corporate Trainer,IT and Development,17.3,1382,0.54,Inactive
4666,Emma Hodges,Payroll Director,Media,16.4,1713,0.42,Active
4667,Benjamin Baker,Product Owner,Administrative,24.5,1236,0.44,Inactive
4668,Deirdre Bower,DevOps Engineer,Media,6.8,1706,0.14,Active
4669,Andrea Abraham,Hospital Administration Manager,Real estate,21.6,190,0.2,Active
4670,Richard Duncan,Operations Coordinator,Media,17.2,1207,0.3,Inactive
4671,Piers Vaughan,Biologist,Construction,9.0,1943,0.58,Inactive
4672,Sarah Cornish,Chief Administrative Officer (CAO),Engineering,16.1,1073,0.34,Active
4673,Adrian Ogden,Health Informaticist,Finance,10.1,1488,0.43,Inactive
4674,Steven Springer,Nurse Manager,Hospitality,14.5,813,0.26,Inactive
4675,Michelle King,Insurance Underwriter,IT and Development,6.8,1345,0.3,Inactive
4676,Matt Ellison,Homeland Security,Human Resources (HR),19.7,959,0.42,Inactive
4677,Brian Howard,Payroll Administrator,Customer service,19.2,1547,0.15,Active
4678,Kylie Brown,AI Architect,Accounting,13.1,126,0.32,Inactive
4679,Jennifer James,Movie Makeup Artist,Educator & Education,21.7,1751,0.47,Inactive
4680,Jane Sutherland,Car Detailer,Public Relations (PR),5.7,1890,0.43,Active
4681,Joe Knox,Personal Assistant,Design,7.1,1805,0.43,Active
4682,Steven Mackay,Customer Onboarding Specialist,Law enforcement / Security,19.3,1248,0.38,Active
4683,Alexander Coleman,School Counselor,Corporate training,19.2,1656,0.33,Active
4684,Peter Davidson,Compliance Manager,Accounting,18.5,776,0.23,Active
4685,Irene Mackay,Hiring Specialist,Corporate training,18.3,1760,0.1,Inactive
4686,Emily Peake,Food Runner,Legal,17.2,1012,0.45,Inactive
4687,Leonard Bond,Campus Recruiter,Human Resources (HR),5.9,1947,0.3,Active
4688,Jan James,Full Stack Developer,Design,11.7,865,0.18,Active
4689,Matt Berry,Recruitment Specialist,Travel & Tourism,13.2,831,0.21,Active
4690,Kylie Graham,AI Strategist,Healthcare,5.5,1135,0.44,Active
4691,Benjamin Kerr,Teacher,Hospitality,9.7,1440,0.58,Inactive
4692,John Ferguson,Training Consultant,Public Relations (PR),5.6,1465,0.5,Inactive
4693,Thomas Davidson,Business Development Representative,Logistics,20.6,119,0.29,Inactive
4694,Jonathan Dyer,Finance Assistant,Public Relations (PR),16.1,623,0.55,Inactive
4695,Stephanie Rutherford,Catering Manager,Educator & Education,20.2,1097,0.36,Inactive
4696,Gabrielle Davies,Grocery Clerk,IT and Development,7.3,1012,0.48,Active
4697,Karen Wilkins,Corporate Accountant,Administrative,11.2,1255,0.48,Active
4698,Joseph Hamilton,Telecommunications Specialist,Production,12.8,1113,0.32,Active
4699,Kimberly Poole,Account Coordinator,IT and Development,22.2,128,0.58,Inactive
4700,Alexandra Ferguson,Room Attendant,Media,11.1,1961,0.2,Active
4701,Rachel Taylor,Data Manager,Accounting,19.2,892,0.4,Inactive
4702,Angela Oliver,Daycare Teacher,Marketing,18.5,804,0.57,Active
4703,Wanda Avery,Risk Manager,Educator & Education,14.4,1766,0.58,Active
4704,Phil Harris,Accounting Manager,Healthcare,23.5,1121,0.22,Active
4705,Julia Rampling,School Nurse,Healthcare,21.3,179,0.44,Active
4706,Edward Campbell,Legal Counsel,Retail,22.7,1570,0.44,Active
4707,Max Robertson,Operating Assistant,Logistics,20.8,1581,0.54,Active
4708,Nathan Piper,AI Ethics Researcher,IT and Development,12.1,965,0.59,Active
4709,Eric Randall,Junior IT Administrator,Law enforcement / Security,11.8,814,0.43,Active
4710,Edward Abraham,Retail Clerk,Public Relations (PR),20.5,1547,0.46,Active
4711,Amanda Short,Fashion Designer,Production,8.2,1953,0.13,Inactive
4712,Diane Wallace,Hair Stylist,Real estate,18.2,1193,0.32,Active
4713,Yvonne Abraham,Staffing Coordinator,Travel & Tourism,15.3,606,0.2,Inactive
4714,Olivia Ince,Senior Web Developer,Retail,7.6,1567,0.21,Inactive
4715,Lauren Martin,Office Coordinator,Hospitality,5.9,257,0.46,Inactive
4716,Yvonne Burgess,Staff Assistant,Engineering,10.2,812,0.34,Active
4717,Nicholas James,Payroll Clerk,Hospitality,20.0,1964,0.2,Active
4718,Deirdre Walker,Branch Manager,Finance,5.0,1680,0.28,Active
4719,Mary McGrath,Billing Manager,Construction,11.6,780,0.6,Active
4720,Jonathan Thomson,Data Architect,Accounting,19.7,1393,0.27,Active
4721,Nicola Bower,Telesales Representative,Public Relations (PR),17.9,1514,0.15,Active
4722,Tim Cameron,Marketing Strategist,Travel & Tourism,11.2,1743,0.3,Inactive
4723,Abigail Skinner,ABA Therapist,Law enforcement / Security,22.1,1528,0.4,Inactive
4724,Jacob Smith,UI/UX Designer,Hospitality,23.5,1511,0.53,Active
4725,Alexandra Simpson,Social Media Coordinator,Finance,20.2,777,0.4,Inactive
4726,Blake Parr,Senior Accountant,Travel & Tourism,10.3,1273,0.17,Inactive
4727,Ava King,AI Trainer,Corporate training,20.2,1608,0.44,Inactive
4728,Carol Watson,Strategic Account Manager,Travel & Tourism,15.7,1834,0.44,Active
4729,Nicola Pullman,Fundraiser,Corporate training,5.4,1373,0.29,Active
4730,Amy Buckland,Senior System Administrator,Design,13.2,540,0.33,Inactive
4731,Sam Robertson,Paraeducator,Sales,24.6,732,0.47,Inactive
4732,Claire Abraham,Executive Secretary,Construction,6.8,1193,0.17,Inactive
4733,Carolyn Murray,Plant Manager,Public Relations (PR),23.0,123,0.21,Inactive
4734,Adam Black,Community Health Worker,Law enforcement / Security,21.5,131,0.27,Inactive
4735,Ian MacLeod,Senior Copywriter,Customer service,24.9,1076,0.31,Active
4736,Vanessa McGrath,Production Supervisor,Engineering,17.7,1016,0.11,Active
4737,Edward Gibson,Recruitment Consultant,Hospitality,24.7,1022,0.27,Inactive
4738,Alexandra Rampling,Oncologist,Customer service,11.9,467,0.18,Active
4739,Thomas Vaughan,Pharmaceutical Sales Representative,Sales,13.0,890,0.12,Inactive
4740,Charles Harris,Public Relations (PR) Director,Finance,6.8,740,0.22,Inactive
4741,Paul Lawrence,Patient Coordinator,Engineering,19.0,1664,0.18,Inactive
4742,Matt Underwood,General Counsel,Educator & Education,9.6,265,0.34,Active
4743,Molly Murray,Business Manager,Educator & Education,10.1,1494,0.1,Inactive
4744,Vanessa Nash,Senior Data Scientist,Customer service,21.8,1017,0.3,Inactive
4745,Christopher Terry,Unit Secretary,Accounting,8.3,1551,0.21,Inactive
4746,Faith Quinn,Inside Sales Representative,Production,9.0,559,0.55,Active
4747,Max Grant,Natural Language Processing Engineer,Media,13.6,581,0.46,Inactive
